player_hash,weapon_name,shots,hits,damage_dealt,time,game_id,start_fight_time,player_name
076a0051525b84f108ce555b19cdebbd,Wingman,13,1,69,2023-02-02 19:35:23,2f32ac54194d290eb37b7da4aaeaeed6,1675366519,NTH_Taida
013a91891d15192769af859b45ec4f99,30-30 Repeater,2,2,144,2023-02-02 19:35:38,2f32ac54194d290eb37b7da4aaeaeed6,1675366519,MST_Prycyy
1dc5b74a41c8b65abd574740ccfd2308,R-301 Carbine,10,1,11,2023-02-02 19:35:30,2f32ac54194d290eb37b7da4aaeaeed6,1675366519,100T_Onmuu
726259f9ec1daff4456d3f26c98f64ae,R-301 Carbine,33,8,114,2023-02-02 19:35:44,2f32ac54194d290eb37b7da4aaeaeed6,1675366542,TSM_ImperialHal
726259f9ec1daff4456d3f26c98f64ae,C.A.R. SMG,37,11,149,2023-02-02 19:36:05,2f32ac54194d290eb37b7da4aaeaeed6,1675366542,TSM_ImperialHal
1ec99b083d416e0719aa8633cfae8053,R-301 Carbine,34,9,133,2023-02-02 19:36:07,2f32ac54194d290eb37b7da4aaeaeed6,1675366542,NTH_ReyzyGG
1ec99b083d416e0719aa8633cfae8053,Volt SMG,8,4,57,2023-02-02 19:35:45,2f32ac54194d290eb37b7da4aaeaeed6,1675366542,NTH_ReyzyGG
076a0051525b84f108ce555b19cdebbd,Wingman,20,2,90,2023-02-02 19:36:03,2f32ac54194d290eb37b7da4aaeaeed6,1675366542,NTH_Taida
9e87b21d305014b7ce7b831ab5e0f7df,Prowler Burst PDW,35,6,90,2023-02-02 19:36:01,2f32ac54194d290eb37b7da4aaeaeed6,1675366542,NTH_satuki
91a6d7df782e10be3f9fcfa3fe610522,R-301 Carbine,124,19,252,2023-02-02 19:35:49,2f32ac54194d290eb37b7da4aaeaeed6,1675366542,JZ_Zaine
4c8a716046d82d369382849d444fab42,Volt SMG,36,2,30,2023-02-02 19:36:05,2f32ac54194d290eb37b7da4aaeaeed6,1675366542,OXG_Enemy
4c8a716046d82d369382849d444fab42,30-30 Repeater,4,1,78,2023-02-02 19:35:55,2f32ac54194d290eb37b7da4aaeaeed6,1675366542,OXG_Enemy
5d0079f28e67d6f5f83d0b30e9064f0e,R-99 SMG,92,37,394,2023-02-02 19:36:16,2f32ac54194d290eb37b7da4aaeaeed6,1675366542,MST_Wxltzy
691029e470a77c968c0404d041b17fc6,R-301 Carbine,166,34,483,2023-02-02 19:35:42,2f32ac54194d290eb37b7da4aaeaeed6,1675366542,E36_Aimbot
3c69380cb77ddbc81fb17b757bb1c0ed,Volt SMG,36,6,90,2023-02-02 19:36:05,2f32ac54194d290eb37b7da4aaeaeed6,1675366542,FC_yukaPEROdator
dbd00f1cd8b34f999f90d9a1329471d4,R-301 Carbine,73,6,86,2023-02-02 19:36:02,2f32ac54194d290eb37b7da4aaeaeed6,1675366542,E36_ahn2e
dbd00f1cd8b34f999f90d9a1329471d4,HAVOC Rifle,46,9,158,2023-02-02 19:37:05,2f32ac54194d290eb37b7da4aaeaeed6,1675366542,E36_ahn2e
42677be9f0e388688a95f5f00fdd106d,R-301 Carbine,30,9,119,2023-02-02 19:36:38,2f32ac54194d290eb37b7da4aaeaeed6,1675366542,OXG_Hill
748303a60f17055093c8b5b65f415750,Prowler Burst PDW,10,2,28,2023-02-02 19:36:10,2f32ac54194d290eb37b7da4aaeaeed6,1675366542,FC_UmichanLoveti
1dc5b74a41c8b65abd574740ccfd2308,R-301 Carbine,45,12,146,2023-02-02 19:36:41,2f32ac54194d290eb37b7da4aaeaeed6,1675366542,100T_Onmuu
1dc5b74a41c8b65abd574740ccfd2308,Wingman,2,1,45,2023-02-02 19:38:03,2f32ac54194d290eb37b7da4aaeaeed6,1675366542,100T_Onmuu
f310fbafc334e9727a079c48d000f67b,VK-47 Flatline,69,10,196,2023-02-02 19:36:41,2f32ac54194d290eb37b7da4aaeaeed6,1675366542,100T_Vaxlon
c4af29b7d0135d07ec115ccf9e12ce71,30-30 Repeater,46,10,460,2023-02-02 19:35:46,2f32ac54194d290eb37b7da4aaeaeed6,1675366542,XSET_Nocturnal
c4af29b7d0135d07ec115ccf9e12ce71,Smoke Launcher,10,2,20,2023-02-02 19:38:04,2f32ac54194d290eb37b7da4aaeaeed6,1675366542,XSET_Nocturnal
c4af29b7d0135d07ec115ccf9e12ce71,Volt SMG,12,3,39,2023-02-02 19:38:12,2f32ac54194d290eb37b7da4aaeaeed6,1675366542,XSET_Nocturnal
9a16207889f7bef77a73d00d4db21f88,VK-47 Flatline,21,8,145,2023-02-02 19:37:25,2f32ac54194d290eb37b7da4aaeaeed6,1675366542,OXG_Crook
9a16207889f7bef77a73d00d4db21f88,Wingman,8,2,85,2023-02-02 19:37:39,2f32ac54194d290eb37b7da4aaeaeed6,1675366542,OXG_Crook
17b1ad21773948f47cb7938914068ad7,Prowler Burst PDW,15,2,30,2023-02-02 19:38:11,2f32ac54194d290eb37b7da4aaeaeed6,1675366542,XSET_FunFPS
c7acb3f7068a4f45ae44ab8531f4d7d5,R-301 Carbine,12,2,28,2023-02-02 19:35:54,2f32ac54194d290eb37b7da4aaeaeed6,1675366542,FLR_MiaK
a0722ca2cb8ed6337782282cfe56bbca,R-301 Carbine,86,12,184,2023-02-02 19:35:42,2f32ac54194d290eb37b7da4aaeaeed6,1675366542,FLR_Yudu
ff447744cb1c7405419b73a5881588a6,VK-47 Flatline,6,1,25,2023-02-02 19:37:06,2f32ac54194d290eb37b7da4aaeaeed6,1675366542,DF_BoLin
ff447744cb1c7405419b73a5881588a6,Volt SMG,7,1,15,2023-02-02 19:37:08,2f32ac54194d290eb37b7da4aaeaeed6,1675366542,DF_BoLin
91a6d7df782e10be3f9fcfa3fe610522,R-301 Carbine,41,10,141,2023-02-02 19:35:49,2f32ac54194d290eb37b7da4aaeaeed6,1675366547,JZ_Zaine
4c8a716046d82d369382849d444fab42,Volt SMG,26,9,133,2023-02-02 19:36:05,2f32ac54194d290eb37b7da4aaeaeed6,1675366562,OXG_Enemy
3c69380cb77ddbc81fb17b757bb1c0ed,Volt SMG,22,1,15,2023-02-02 19:36:05,2f32ac54194d290eb37b7da4aaeaeed6,1675366562,FC_yukaPEROdator
748303a60f17055093c8b5b65f415750,Prowler Burst PDW,10,2,42,2023-02-02 19:36:10,2f32ac54194d290eb37b7da4aaeaeed6,1675366562,FC_UmichanLoveti
c4af29b7d0135d07ec115ccf9e12ce71,Smoke Launcher,37,2,20,2023-02-02 19:38:24,2f32ac54194d290eb37b7da4aaeaeed6,1675366700,XSET_Nocturnal
c4af29b7d0135d07ec115ccf9e12ce71,Volt SMG,45,20,298,2023-02-02 19:38:35,2f32ac54194d290eb37b7da4aaeaeed6,1675366700,XSET_Nocturnal
17b1ad21773948f47cb7938914068ad7,Prowler Burst PDW,10,3,32,2023-02-02 19:38:35,2f32ac54194d290eb37b7da4aaeaeed6,1675366700,XSET_FunFPS
1dc5b74a41c8b65abd574740ccfd2308,R-301 Carbine,39,11,156,2023-02-02 19:38:25,2f32ac54194d290eb37b7da4aaeaeed6,1675366700,100T_Onmuu
691029e470a77c968c0404d041b17fc6,R-301 Carbine,34,1,14,2023-02-02 19:38:44,2f32ac54194d290eb37b7da4aaeaeed6,1675366700,E36_Aimbot
60bd93f988574d5c65700570d16c0969,Wingman,13,1,45,2023-02-02 19:38:32,2f32ac54194d290eb37b7da4aaeaeed6,1675366700,E36_YunD
91a6d7df782e10be3f9fcfa3fe610522,VK-47 Flatline,94,40,735,2023-02-02 19:38:51,2f32ac54194d290eb37b7da4aaeaeed6,1675366700,JZ_Zaine
ef7ac2d1cd366745fe8b5c83646a5cc2,R-301 Carbine,76,6,89,2023-02-02 19:38:26,2f32ac54194d290eb37b7da4aaeaeed6,1675366700,XSET_Sikezz
dbd00f1cd8b34f999f90d9a1329471d4,HAVOC Rifle,10,1,23,2023-02-02 19:39:26,2f32ac54194d290eb37b7da4aaeaeed6,1675366700,E36_ahn2e
f310fbafc334e9727a079c48d000f67b,VK-47 Flatline,46,12,196,2023-02-02 19:38:35,2f32ac54194d290eb37b7da4aaeaeed6,1675366700,100T_Vaxlon
413614e6934c24e781f5ffc553eea2d2,Wingman,13,1,45,2023-02-02 19:38:23,2f32ac54194d290eb37b7da4aaeaeed6,1675366700,PVX_Ftyan
ff447744cb1c7405419b73a5881588a6,Volt SMG,68,5,69,2023-02-02 19:38:32,2f32ac54194d290eb37b7da4aaeaeed6,1675366700,DF_BoLin
23997b3bd2502a7609536eff8f66e841,R-301 Carbine,38,5,64,2023-02-02 19:38:53,2f32ac54194d290eb37b7da4aaeaeed6,1675366700,PVX_saku
ff447744cb1c7405419b73a5881588a6,Volt SMG,27,6,81,2023-02-02 19:38:39,2f32ac54194d290eb37b7da4aaeaeed6,1675366718,DF_BoLin
23997b3bd2502a7609536eff8f66e841,Charge Rifle,2,1,3,2023-02-02 19:40:06,2f32ac54194d290eb37b7da4aaeaeed6,1675366799,PVX_saku
691029e470a77c968c0404d041b17fc6,R-301 Carbine,87,17,231,2023-02-02 19:40:11,2f32ac54194d290eb37b7da4aaeaeed6,1675366799,E36_Aimbot
dbd00f1cd8b34f999f90d9a1329471d4,R-301 Carbine,42,14,187,2023-02-02 19:40:23,2f32ac54194d290eb37b7da4aaeaeed6,1675366799,E36_ahn2e
413614e6934c24e781f5ffc553eea2d2,Wingman,10,1,45,2023-02-02 19:40:08,2f32ac54194d290eb37b7da4aaeaeed6,1675366799,PVX_Ftyan
ff447744cb1c7405419b73a5881588a6,Volt SMG,66,17,239,2023-02-02 19:40:18,2f32ac54194d290eb37b7da4aaeaeed6,1675366799,DF_BoLin
ff447744cb1c7405419b73a5881588a6,VK-47 Flatline,29,5,82,2023-02-02 19:40:42,2f32ac54194d290eb37b7da4aaeaeed6,1675366799,DF_BoLin
112761590a3d833ce3f6f6ee551e8144,C.A.R. SMG,120,23,280,2023-02-02 19:40:15,2f32ac54194d290eb37b7da4aaeaeed6,1675366799,DF_Roiee
60bd93f988574d5c65700570d16c0969,Wingman,9,2,90,2023-02-02 19:40:26,2f32ac54194d290eb37b7da4aaeaeed6,1675366799,E36_YunD
c6355677d071c0fa85e1b2b94e31797e,R-301 Carbine,122,12,177,2023-02-02 19:40:08,2f32ac54194d290eb37b7da4aaeaeed6,1675366799,DF_Tao
112761590a3d833ce3f6f6ee551e8144,C.A.R. SMG,73,2,26,2023-02-02 19:40:15,2f32ac54194d290eb37b7da4aaeaeed6,1675366810,DF_Roiee
67634217580ee296c31eb8cd9e13864e,Volt SMG,5,1,12,2023-02-02 19:40:23,2f32ac54194d290eb37b7da4aaeaeed6,1675366810,PVX_ShunMi
c6355677d071c0fa85e1b2b94e31797e,R-301 Carbine,41,3,47,2023-02-02 19:40:17,2f32ac54194d290eb37b7da4aaeaeed6,1675366810,DF_Tao
ff447744cb1c7405419b73a5881588a6,Volt SMG,30,1,15,2023-02-02 19:40:18,2f32ac54194d290eb37b7da4aaeaeed6,1675366810,DF_BoLin
cfb849277b5013024f893d3690961742,Nemesis Burst AR,20,4,72,2023-04-22 09:19:05,930e1191f5c529851745a99c25f24c9e,1682155141,44 Fussy
43583f1398cbb7025b410a8cb003605b,Nemesis Burst AR,20,1,27,2023-04-22 09:19:12,930e1191f5c529851745a99c25f24c9e,1682155141,Twitch_ASIAZXD
b7c308d5d82c314d88a66fe15bd7b6ab,R-99 SMG,25,6,72,2023-04-22 09:19:19,930e1191f5c529851745a99c25f24c9e,1682155156,可是雪□ 飘进双眼
fed620c21c8539cbfa86ca579c368aea,Volt SMG,7,1,15,2023-04-22 09:19:19,930e1191f5c529851745a99c25f24c9e,1682155156,DEXTER
43583f1398cbb7025b410a8cb003605b,Volt SMG,12,2,30,2023-04-22 09:19:19,930e1191f5c529851745a99c25f24c9e,1682155156,Twitch_ASIAZXD
72086c2a5947f79d061709f74f31a1ce,Prowler Burst PDW,20,2,24,2023-04-22 09:19:25,930e1191f5c529851745a99c25f24c9e,1682155156,Noname
fed620c21c8539cbfa86ca579c368aea,Volt SMG,15,2,30,2023-04-22 09:19:45,930e1191f5c529851745a99c25f24c9e,1682155179,DEXTER
b7c308d5d82c314d88a66fe15bd7b6ab,R-99 SMG,15,8,106,2023-04-22 09:19:48,930e1191f5c529851745a99c25f24c9e,1682155179,可是雪□ 飘进双眼
10f19c7543443e0b29a5d8841ccf7a5c,Nemesis Burst AR,20,3,47,2023-04-22 09:19:53,930e1191f5c529851745a99c25f24c9e,1682155188,surprizee
43583f1398cbb7025b410a8cb003605b,Volt SMG,7,2,34,2023-04-22 09:20:45,930e1191f5c529851745a99c25f24c9e,1682155227,Twitch_ASIAZXD
72086c2a5947f79d061709f74f31a1ce,L-STAR EMG,12,2,34,2023-04-22 09:20:27,930e1191f5c529851745a99c25f24c9e,1682155227,Noname
10f19c7543443e0b29a5d8841ccf7a5c,Nemesis Burst AR,8,1,27,2023-04-22 09:20:54,930e1191f5c529851745a99c25f24c9e,1682155242,surprizee
6dc857bcfba1b4ca66e60bd9e49fbb32,G7 Scout,15,3,96,2023-04-22 09:20:57,930e1191f5c529851745a99c25f24c9e,1682155254,tapstrafeW
8c71f10d9282fe28cbb0d27e94fda286,VK-47 Flatline,22,2,47,2023-04-22 09:21:02,930e1191f5c529851745a99c25f24c9e,1682155254,xd
f3e4e0288d809c5bffc8b49396b3d666,Nemesis Burst AR,24,5,73,2023-04-22 09:21:19,930e1191f5c529851745a99c25f24c9e,1682155275,Lymo
9af04b309411bcb68079561c0e096670,C.A.R. SMG,14,1,13,2023-04-22 09:21:35,930e1191f5c529851745a99c25f24c9e,1682155293,叉烧饭
0d88a8c09696f0886bb9521ab27b16fe,Nemesis Burst AR,16,3,61,2023-04-22 09:21:52,930e1191f5c529851745a99c25f24c9e,1682155300,LGND PlayerKay
8c71f10d9282fe28cbb0d27e94fda286,VK-47 Flatline,45,2,32,2023-04-22 09:21:45,930e1191f5c529851745a99c25f24c9e,1682155303,xd
ae04850f44f052a6c84b77b1c36d9ad1,Triple Take,15,4,82,2023-04-22 09:21:45,930e1191f5c529851745a99c25f24c9e,1682155303,yeah
f6cfa5e635d98450a6ff8074820f1db2,R-301 Carbine,22,5,70,2023-04-22 09:22:35,930e1191f5c529851745a99c25f24c9e,1682155335,Panayie ツ
b7c308d5d82c314d88a66fe15bd7b6ab,Volt SMG,42,16,210,2023-04-22 09:23:41,930e1191f5c529851745a99c25f24c9e,1682155367,可是雪□ 飘进双眼
b7c308d5d82c314d88a66fe15bd7b6ab,R-99 SMG,60,27,328,2023-04-22 09:24:08,930e1191f5c529851745a99c25f24c9e,1682155367,可是雪□ 飘进双眼
9af04b309411bcb68079561c0e096670,C.A.R. SMG,58,20,250,2023-04-22 09:22:50,930e1191f5c529851745a99c25f24c9e,1682155367,叉烧饭
43583f1398cbb7025b410a8cb003605b,Volt SMG,67,25,396,2023-04-22 09:22:53,930e1191f5c529851745a99c25f24c9e,1682155367,Twitch_ASIAZXD
72086c2a5947f79d061709f74f31a1ce,Prowler Burst PDW,80,15,249,2023-04-22 09:22:53,930e1191f5c529851745a99c25f24c9e,1682155367,Noname
fed620c21c8539cbfa86ca579c368aea,Volt SMG,39,5,63,2023-04-22 09:22:58,930e1191f5c529851745a99c25f24c9e,1682155367,DEXTER
748efa4b854d4b664979a1ca97322e21,Triple Take,60,8,170,2023-04-22 09:23:07,930e1191f5c529851745a99c25f24c9e,1682155367,awk
f3404396e183d27ce9f8c4518b676150,G7 Scout,39,7,224,2023-04-22 09:23:03,930e1191f5c529851745a99c25f24c9e,1682155367,Crxsadxr
9bfbb95246bd421e4e63eeca3a13ce38,G7 Scout,88,15,397,2023-04-22 09:23:03,930e1191f5c529851745a99c25f24c9e,1682155367,DF_Roieee_o
7b39b5afaf69db57adb841dbb56833f5,VK-47 Flatline,37,6,103,2023-04-22 09:22:55,930e1191f5c529851745a99c25f24c9e,1682155367,DF_3Mz_o
0d88a8c09696f0886bb9521ab27b16fe,R-99 SMG,60,18,207,2023-04-22 09:23:36,930e1191f5c529851745a99c25f24c9e,1682155367,LGND PlayerKay
ad7829d4c09385ef8d86b8a5a6100093,C.A.R. SMG,80,2,23,2023-04-22 09:23:32,930e1191f5c529851745a99c25f24c9e,1682155367,IBG Jaro
ad7829d4c09385ef8d86b8a5a6100093,R-301 Carbine,57,5,65,2023-04-22 09:24:10,930e1191f5c529851745a99c25f24c9e,1682155367,IBG Jaro
f6cfa5e635d98450a6ff8074820f1db2,Volt SMG,60,19,273,2023-04-22 09:23:45,930e1191f5c529851745a99c25f24c9e,1682155367,Panayie ツ
f6cfa5e635d98450a6ff8074820f1db2,R-301 Carbine,25,4,54,2023-04-22 09:24:54,930e1191f5c529851745a99c25f24c9e,1682155367,Panayie ツ
f815c2ce44b44776606490d21296ecd6,VK-47 Flatline,45,1,14,2023-04-22 09:24:43,930e1191f5c529851745a99c25f24c9e,1682155367,spacesoda
d3a6b74189692a50ba730e0d26c64065,G7 Scout,13,1,32,2023-04-22 09:23:07,930e1191f5c529851745a99c25f24c9e,1682155367,shadi
a82965cae545ce35623084caaa88c34b,Sentinel,7,1,70,2023-04-22 09:22:52,930e1191f5c529851745a99c25f24c9e,1682155367,SaviourHeavier
6e51f3216f81b1d4595a09e681964054,Volt SMG,18,4,54,2023-04-22 09:24:40,930e1191f5c529851745a99c25f24c9e,1682155478,TRUTH mosuwu!
751aca65dfde54274ce4afe073e3b542,R-301 Carbine,44,5,53,2023-04-22 09:24:38,930e1191f5c529851745a99c25f24c9e,1682155478,EMILIAZII
a550c6a7dfa5ba4a2f3943cd455f9362,Nemesis Burst AR,8,5,77,2023-04-22 09:24:52,930e1191f5c529851745a99c25f24c9e,1682155478,TRUTH SaiyajinGODzilla
15f7d85f82da9cd6c64ed74cf4427c95,Nemesis Burst AR,16,1,27,2023-04-22 09:25:23,930e1191f5c529851745a99c25f24c9e,1682155513,DNZ_Joker
493492b9399d8d03f7d6db71a32b91bc,Nemesis Burst AR,12,2,34,2023-04-22 09:25:18,930e1191f5c529851745a99c25f24c9e,1682155513,NEWKU
6e51f3216f81b1d4595a09e681964054,Volt SMG,27,6,84,2023-04-22 09:26:03,930e1191f5c529851745a99c25f24c9e,1682155561,TRUTH mosuwu!
7b39b5afaf69db57adb841dbb56833f5,VK-47 Flatline,25,2,32,2023-04-22 09:26:17,930e1191f5c529851745a99c25f24c9e,1682155561,DF_3Mz_o
9bfbb95246bd421e4e63eeca3a13ce38,G7 Scout,10,3,72,2023-04-22 09:26:26,930e1191f5c529851745a99c25f24c9e,1682155561,DF_Roieee_o
ae04850f44f052a6c84b77b1c36d9ad1,Triple Take,12,2,40,2023-04-22 09:26:27,930e1191f5c529851745a99c25f24c9e,1682155576,yeah
07fa073a99a2fe111a3c27d45d00f1e6,Charge Rifle,2,1,2,2023-04-22 09:26:22,930e1191f5c529851745a99c25f24c9e,1682155576,sway
fb5fe194f4148cc3257262e08aa628b3,R-301 Carbine,7,1,10,2023-04-22 09:26:39,930e1191f5c529851745a99c25f24c9e,1682155597,DF_Pite_o
a550c6a7dfa5ba4a2f3943cd455f9362,Nemesis Burst AR,20,1,13,2023-04-22 09:26:48,930e1191f5c529851745a99c25f24c9e,1682155597,TRUTH SaiyajinGODzilla
ae04850f44f052a6c84b77b1c36d9ad1,Triple Take,6,1,21,2023-04-22 09:26:57,930e1191f5c529851745a99c25f24c9e,1682155597,yeah
493492b9399d8d03f7d6db71a32b91bc,Nemesis Burst AR,24,4,88,2023-04-22 09:26:52,930e1191f5c529851745a99c25f24c9e,1682155604,NEWKU
6dc857bcfba1b4ca66e60bd9e49fbb32,G7 Scout,20,1,33,2023-04-22 09:26:53,930e1191f5c529851745a99c25f24c9e,1682155604,tapstrafeW
748efa4b854d4b664979a1ca97322e21,Triple Take,57,1,19,2023-04-22 09:26:52,930e1191f5c529851745a99c25f24c9e,1682155604,awk
f3404396e183d27ce9f8c4518b676150,G7 Scout,31,13,368,2023-04-22 09:27:09,930e1191f5c529851745a99c25f24c9e,1682155604,Crxsadxr
751aca65dfde54274ce4afe073e3b542,R-301 Carbine,24,7,131,2023-04-22 09:27:45,930e1191f5c529851745a99c25f24c9e,1682155604,EMILIAZII
f3e4e0288d809c5bffc8b49396b3d666,Nemesis Burst AR,48,9,145,2023-04-22 09:27:09,930e1191f5c529851745a99c25f24c9e,1682155604,Lymo
ae04850f44f052a6c84b77b1c36d9ad1,Triple Take,69,8,168,2023-04-22 09:26:57,930e1191f5c529851745a99c25f24c9e,1682155604,yeah
8c71f10d9282fe28cbb0d27e94fda286,VK-47 Flatline,26,2,32,2023-04-22 09:27:46,930e1191f5c529851745a99c25f24c9e,1682155604,xd
7b39b5afaf69db57adb841dbb56833f5,VK-47 Flatline,24,3,54,2023-04-22 09:26:52,930e1191f5c529851745a99c25f24c9e,1682155604,DF_3Mz_o
9bfbb95246bd421e4e63eeca3a13ce38,G7 Scout,17,4,112,2023-04-22 09:27:34,930e1191f5c529851745a99c25f24c9e,1682155604,DF_Roieee_o
748efa4b854d4b664979a1ca97322e21,Triple Take,18,4,93,2023-04-22 09:26:52,930e1191f5c529851745a99c25f24c9e,1682155606,awk
fb5fe194f4148cc3257262e08aa628b3,R-301 Carbine,22,5,53,2023-04-22 09:27:43,930e1191f5c529851745a99c25f24c9e,1682155661,DF_Pite_o
f815c2ce44b44776606490d21296ecd6,VK-47 Flatline,39,5,90,2023-04-22 09:28:57,930e1191f5c529851745a99c25f24c9e,1682155727,spacesoda
062c9f1528a8b7e962a687e3b0979fc7,Nemesis Burst AR,12,1,13,2023-04-22 09:29:24,930e1191f5c529851745a99c25f24c9e,1682155727,yukoi
15f7d85f82da9cd6c64ed74cf4427c95,Nemesis Burst AR,24,6,108,2023-04-22 09:28:57,930e1191f5c529851745a99c25f24c9e,1682155730,DNZ_Joker
493492b9399d8d03f7d6db71a32b91bc,Nemesis Burst AR,4,1,13,2023-04-22 09:28:57,930e1191f5c529851745a99c25f24c9e,1682155730,NEWKU
f3e4e0288d809c5bffc8b49396b3d666,Nemesis Burst AR,20,5,85,2023-04-22 09:28:55,930e1191f5c529851745a99c25f24c9e,1682155731,Lymo
7c5b935c7a6906bba06460b2cdda8df8,R-301 Carbine,17,2,23,2023-04-22 09:28:54,930e1191f5c529851745a99c25f24c9e,1682155731,EGOIST NPC1
f3404396e183d27ce9f8c4518b676150,G7 Scout,17,5,132,2023-04-22 09:28:54,930e1191f5c529851745a99c25f24c9e,1682155731,Crxsadxr
748efa4b854d4b664979a1ca97322e21,Triple Take,18,3,63,2023-04-22 09:29:00,930e1191f5c529851745a99c25f24c9e,1682155731,awk
ae04850f44f052a6c84b77b1c36d9ad1,Triple Take,36,7,139,2023-04-22 09:29:04,930e1191f5c529851745a99c25f24c9e,1682155731,yeah
15f7d85f82da9cd6c64ed74cf4427c95,Nemesis Burst AR,60,6,102,2023-04-22 09:28:57,930e1191f5c529851745a99c25f24c9e,1682155731,DNZ_Joker
493492b9399d8d03f7d6db71a32b91bc,Nemesis Burst AR,12,4,64,2023-04-22 09:28:57,930e1191f5c529851745a99c25f24c9e,1682155731,NEWKU
6dc857bcfba1b4ca66e60bd9e49fbb32,G7 Scout,8,1,32,2023-04-22 09:29:19,930e1191f5c529851745a99c25f24c9e,1682155731,tapstrafeW
a341053e1d213f5b3bc9d80aa9d39073,Sentinel,10,1,63,2023-04-22 09:29:20,930e1191f5c529851745a99c25f24c9e,1682155731,Xny_JR
8c71f10d9282fe28cbb0d27e94fda286,VK-47 Flatline,42,10,172,2023-04-22 09:29:34,930e1191f5c529851745a99c25f24c9e,1682155731,xd
783cb031f1f84495490c130ab39a18e2,Charge Rifle,14,9,24,2023-04-22 09:29:03,930e1191f5c529851745a99c25f24c9e,1682155731,Robin
7b39b5afaf69db57adb841dbb56833f5,VK-47 Flatline,55,7,114,2023-04-22 09:28:55,930e1191f5c529851745a99c25f24c9e,1682155732,DF_3Mz_o
fb5fe194f4148cc3257262e08aa628b3,C.A.R. SMG,60,7,85,2023-04-22 09:28:56,930e1191f5c529851745a99c25f24c9e,1682155732,DF_Pite_o
9bfbb95246bd421e4e63eeca3a13ce38,G7 Scout,20,5,152,2023-04-22 09:29:03,930e1191f5c529851745a99c25f24c9e,1682155732,DF_Roieee_o
9b539d29e0b4b84786a3283fefd21405,R-301 Carbine,35,9,102,2023-04-22 09:29:37,930e1191f5c529851745a99c25f24c9e,1682155774,Noelsang | Twitch
0208787a90cca99c8dc3b0e2bba5fa66,R-301 Carbine,23,5,62,2023-04-22 09:29:43,930e1191f5c529851745a99c25f24c9e,1682155780,HVND EzFlashKIDZ
f815c2ce44b44776606490d21296ecd6,VK-47 Flatline,39,6,114,2023-04-22 09:29:48,930e1191f5c529851745a99c25f24c9e,1682155784,spacesoda
5f62b6db3c8a3204526699308ad84104,Nemesis Burst AR,20,6,112,2023-04-22 09:29:47,930e1191f5c529851745a99c25f24c9e,1682155784,AGL_QQ-R-
02c999517b6530b45506933e522092a7,Nemesis Burst AR,8,2,34,2023-04-22 09:29:51,930e1191f5c529851745a99c25f24c9e,1682155784,Rice_o
02c999517b6530b45506933e522092a7,R-99 SMG,45,9,104,2023-04-22 09:29:56,930e1191f5c529851745a99c25f24c9e,1682155784,Rice_o
fbd51c528634127e2d1cc23dc9640a95,R-99 SMG,148,31,358,2023-04-22 09:30:27,930e1191f5c529851745a99c25f24c9e,1682155784,Jacky AGL
579acbddd9ed75c66d1bd234b8a3ade3,VK-47 Flatline,16,3,54,2023-04-22 09:30:22,930e1191f5c529851745a99c25f24c9e,1682155784,DNZ_B0Lin
07fa073a99a2fe111a3c27d45d00f1e6,Charge Rifle,6,3,9,2023-04-22 09:29:51,930e1191f5c529851745a99c25f24c9e,1682155784,sway
07fa073a99a2fe111a3c27d45d00f1e6,Prowler Burst PDW,100,24,331,2023-04-22 09:30:28,930e1191f5c529851745a99c25f24c9e,1682155784,sway
ad7829d4c09385ef8d86b8a5a6100093,R-301 Carbine,73,9,117,2023-04-22 09:29:44,930e1191f5c529851745a99c25f24c9e,1682155784,IBG Jaro
9d46a5365230723a056fa4fb468779c3,VK-47 Flatline,127,18,312,2023-04-22 09:30:49,930e1191f5c529851745a99c25f24c9e,1682155784,LGND StrafingFlame
9d46a5365230723a056fa4fb468779c3,R-99 SMG,69,9,97,2023-04-22 09:31:16,930e1191f5c529851745a99c25f24c9e,1682155784,LGND StrafingFlame
0d88a8c09696f0886bb9521ab27b16fe,Nemesis Burst AR,64,8,124,2023-04-22 09:30:41,930e1191f5c529851745a99c25f24c9e,1682155784,LGND PlayerKay
7b39b5afaf69db57adb841dbb56833f5,R-99 SMG,20,10,114,2023-04-22 09:30:56,930e1191f5c529851745a99c25f24c9e,1682155784,DF_3Mz_o
f3404396e183d27ce9f8c4518b676150,G7 Scout,22,9,296,2023-04-22 09:30:54,930e1191f5c529851745a99c25f24c9e,1682155784,Crxsadxr
f3e4e0288d809c5bffc8b49396b3d666,Nemesis Burst AR,36,13,218,2023-04-22 09:29:51,930e1191f5c529851745a99c25f24c9e,1682155784,Lymo
fb5fe194f4148cc3257262e08aa628b3,C.A.R. SMG,18,6,84,2023-04-22 09:30:54,930e1191f5c529851745a99c25f24c9e,1682155784,DF_Pite_o
fb5fe194f4148cc3257262e08aa628b3,R-301 Carbine,25,5,75,2023-04-22 09:30:19,930e1191f5c529851745a99c25f24c9e,1682155784,DF_Pite_o
4a9c2e67d472ddf8b3782acb0556a5d8,R-99 SMG,49,24,251,2023-04-22 09:30:53,930e1191f5c529851745a99c25f24c9e,1682155784,SWQ_Aimbot2199
4a9c2e67d472ddf8b3782acb0556a5d8,R-301 Carbine,66,10,150,2023-04-22 09:30:11,930e1191f5c529851745a99c25f24c9e,1682155784,SWQ_Aimbot2199
